corpus,doc_id,title,fiscal_year,category,file_ext,path,exists,size,source_status,page_count,page_status,error,original_error,rhwp_bin,rhwp_version,rhwp_patch,elapsed_ms
UOPKOFDA01_publications,uopkofda01:501:2682:FI000000000026824509:4,2015년도 월간재정동향,2015,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2015-01-26_2682_2015년도 월간재정동향/04_목차_월간재정동향(15년04월).hwp,True,3318272,downloaded,89,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,113
UOPKOFDA01_publications,uopkofda01:501:44367:FI000000004436757916:3,2017년도 월간재정동향,2017,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2017-04-11_44367_2017년도 월간재정동향/03_목차_월간재정동향(17년3월).hwp,True,1990656,downloaded,93,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,112
UOPKOFDA01_publications,uopkofda01:501:44367:FI000000004436757916:9,2017년도 월간재정동향,2017,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2017-04-11_44367_2017년도 월간재정동향/09_목차_월간재정동향(17년9월).hwp,True,962048,downloaded,94,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,126
UOPKOFDA01_publications,uopkofda01:501:42756:FI000000004275654712:7,2016년도 월간재정동향,2016,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2016-01-13_42756_2016년도 월간재정동향/07_목차_월간재정동향(16년07월).hwp,True,1861632,downloaded,92,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,127
UOPKOFDA01_publications,uopkofda01:501:44367:FI000000004436757916:7,2017년도 월간재정동향,2017,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2017-04-11_44367_2017년도 월간재정동향/07_목차_월간재정동향(17년7월).hwp,True,869376,downloaded,93,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,125
UOPKOFDA01_publications,uopkofda01:501:44367:FI000000004436757916:6,2017년도 월간재정동향,2017,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2017-04-11_44367_2017년도 월간재정동향/06_목차_월간재정동향(17년6월).hwp,True,1111552,downloaded,93,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,127
UOPKOFDA01_publications,uopkofda01:501:44367:FI000000004436757916:11,2017년도 월간재정동향,2017,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2017-04-11_44367_2017년도 월간재정동향/11_목차_월간재정동향(17년11월).hwp,True,911872,downloaded,92,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,130
UOPKOFDA01_publications,uopkofda01:501:45406:FI000000004540659007:7,2018년 월간재정동향 1월호,2018,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2018-01-12_45406_2018년 월간재정동향 1월호.hwp,True,920064,downloaded,92,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,131
UOPKOFDA01_publications,uopkofda01:501:44367:FI000000004436757916:12,2017년도 월간재정동향,2017,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2017-04-11_44367_2017년도 월간재정동향/12_목차_월간재정동향(17년12월).hwp,True,915968,downloaded,93,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,130
UOPKOFDA01_publications,uopkofda01:501:42756:FI000000004275654712:3,2016년도 월간재정동향,2016,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2016-01-13_42756_2016년도 월간재정동향/03_목차_월간재정동향(16년03월).hwp,True,1976320,downloaded,90,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,129
UOPKOFDA01_publications,uopkofda01:501:44367:FI000000004436757916:8,2017년도 월간재정동향,2017,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2017-04-11_44367_2017년도 월간재정동향/08_목차_월간재정동향(17년8월).hwp,True,809984,downloaded,94,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,130
UOPKOFDA01_publications,uopkofda01:501:42756:FI000000004275654712:4,2016년도 월간재정동향,2016,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2016-01-13_42756_2016년도 월간재정동향/04_목차_월간재정동향(16년04월).hwp,True,1824768,downloaded,96,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,132
UOPKOFDA01_publications,uopkofda01:501:42756:FI000000004275654712:5,2016년도 월간재정동향,2016,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2016-01-13_42756_2016년도 월간재정동향/05_목차_월간재정동향(16년05월).hwp,True,1843712,downloaded,96,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,134
UOPKOFDA01_publications,uopkofda01:501:44367:FI000000004436757916:10,2017년도 월간재정동향,2017,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2017-04-11_44367_2017년도 월간재정동향/10_목차_월간재정동향(17년10월).hwp,True,911872,downloaded,92,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,132
UOPKOFDA01_publications,uopkofda01:501:42756:FI000000004275654712:2,2016년도 월간재정동향,2016,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2016-01-13_42756_2016년도 월간재정동향/02_목차_월간재정동향(16년02월).hwp,True,2025984,downloaded,92,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,133
UOPKOFDA01_publications,uopkofda01:501:42756:FI000000004275654712:12,2016년도 월간재정동향,2016,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2016-01-13_42756_2016년도 월간재정동향/12_목차_월간재정동향(16년12월).hwp,True,1939456,downloaded,91,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,133
UOPKOFDA01_publications,uopkofda01:501:2682:FI000000000026824509:5,2015년도 월간재정동향,2015,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2015-01-26_2682_2015년도 월간재정동향/05_목차_월간재정동향(15년05월).hwp,True,1909760,downloaded,86,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,109
UOPKOFDA01_publications,uopkofda01:501:2682:FI000000000026824509:6,2015년도 월간재정동향,2015,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2015-01-26_2682_2015년도 월간재정동향/06_목차_월간재정동향(15년06월).hwp,True,2667008,downloaded,87,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,110
UOPKOFDA01_publications,uopkofda01:501:42756:FI000000004275654712:9,2016년도 월간재정동향,2016,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2016-01-13_42756_2016년도 월간재정동향/09_목차_월간재정동향(16년09월).hwp,True,1878528,downloaded,94,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,130
UOPKOFDA01_publications,uopkofda01:501:44367:FI000000004436757916:1,2017년도 월간재정동향,2017,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2017-04-11_44367_2017년도 월간재정동향/01_목차_월간재정동향(17년1월).hwp,True,1977856,downloaded,95,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,130
UOPKOFDA01_publications,uopkofda01:501:44367:FI000000004436757916:5,2017년도 월간재정동향,2017,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2017-04-11_44367_2017년도 월간재정동향/05_목차_월간재정동향(17년5월).hwp,True,848384,downloaded,96,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,121
UOPKOFDA01_publications,uopkofda01:501:42756:FI000000004275654712:8,2016년도 월간재정동향,2016,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2016-01-13_42756_2016년도 월간재정동향/08_목차_월간재정동향(16년08월).hwp,True,1858048,downloaded,92,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,125
UOPKOFDA01_publications,uopkofda01:501:44367:FI000000004436757916:4,2017년도 월간재정동향,2017,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2017-04-11_44367_2017년도 월간재정동향/04_목차_월간재정동향(17년4월).hwp,True,1862656,downloaded,96,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,129
UOPKOFDA01_publications,uopkofda01:501:2682:FI000000000026824509:7,2015년도 월간재정동향,2015,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2015-01-26_2682_2015년도 월간재정동향/07_목차_월간재정동향(15년07월).hwp,True,2012672,downloaded,89,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,121
UOPKOFDA01_publications,uopkofda01:501:2682:FI000000000026824509:3,2015년도 월간재정동향,2015,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2015-01-26_2682_2015년도 월간재정동향/03_목차_월간재정동향(15년03월).hwp,True,2929664,downloaded,86,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,125
UOPKOFDA01_publications,uopkofda01:501:42756:FI000000004275654712:11,2016년도 월간재정동향,2016,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2016-01-13_42756_2016년도 월간재정동향/11_목차_월간재정동향(16년11월).hwp,True,1937920,downloaded,93,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,129
UOPKOFDA03_report_documents,uopkofda03:C2220000000000000001:647,2017년도 성과계획서(02. 대통령경호실).hwp,2017,성과관리>성과계획서(안),hwp,openfiscal_report_documents/files/성과관리/성과계획서(안)/2017년도 성과계획서(02. 대통령경호실).hwp,True,69632,downloaded,,error_rhwp_lossy_utf16,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: 암호화된 문서는 지원하지 않습니다\n',returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: 암호화된 문서는 지원하지 않습니다\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,2
UOPKOFDA03_report_documents,uopkofda03:C2220000000000000001:625,2018년도 성과계획서(16.국방부).hwp,2018,성과관리>성과계획서(안),hwp,openfiscal_report_documents/files/성과관리/성과계획서(안)/2018년도 성과계획서(16.국방부).hwp,True,1119744,downloaded,,error_rhwp_lossy_utf16,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: 암호화된 문서는 지원하지 않습니다\n',returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: 암호화된 문서는 지원하지 않습니다\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,4
UOPKOFDA01_publications,uopkofda01:501:44367:FI000000004436757916:2,2017년도 월간재정동향,2017,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2017-04-11_44367_2017년도 월간재정동향/02_목차_월간재정동향(17년2월).hwp,True,1885696,downloaded,94,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,130
UOPKOFDA01_publications,uopkofda01:501:2682:FI000000000026824509:8,2015년도 월간재정동향,2015,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2015-01-26_2682_2015년도 월간재정동향/08_목차_월간재정동향(15년08월).hwp,True,2895872,downloaded,89,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,125
UOPKOFDA01_publications,uopkofda01:501:42756:FI000000004275654712:6,2016년도 월간재정동향,2016,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2016-01-13_42756_2016년도 월간재정동향/06_목차_월간재정동향(16년06월).hwp,True,1854464,downloaded,95,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,130
UOPKOFDA01_publications,uopkofda01:501:2682:FI000000000026824509:9,2015년도 월간재정동향,2015,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2015-01-26_2682_2015년도 월간재정동향/09_목차_월간재정동향(15년09월).hwp,True,1832448,downloaded,88,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,129
UOPKOFDA01_publications,uopkofda01:501:2682:FI000000000026824509:10,2015년도 월간재정동향,2015,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2015-01-26_2682_2015년도 월간재정동향/10_목차_월간재정동향(15년10월).hwp,True,1852416,downloaded,88,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,127
UOPKOFDA01_publications,uopkofda01:501:42756:FI000000004275654712:1,2016년도 월간재정동향,2016,월간재정동향,hwp,openfiscal_publications/files/01_501_월간재정동향/2016-01-13_42756_2016년도 월간재정동향/01_목차_월간재정동향(16년01월).hwp,True,2154496,downloaded,92,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,134
UOPKOBSA01_saybrkd,uopkobsa01:2023:162:2200:2231:751,과학기술정보통신부_울산과학기술원 BTL 정부지급금 지원.hwp,2023,과학기술정보통신부>교육>고등교육>과학기술인력양성>직할출연연구기관지원>울산과학기술원 BTL 정부지급금 지원,hwp,saybrkd-corpus-20260630/data/openfiscaldata/saybrkd/2023/2023162110000522231751.hwp,True,134144,ok,6,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,11
UOPKOBSA01_saybrkd,uopkobsa01:2023:162:2200:2240:300,과학기술정보통신부_우수학생 국가장학금지원.hwp,2023,과학기술정보통신부>교육>고등교육>과학기술인력양성>우수학생 국가장학 사업>우수학생 국가장학금지원,hwp,saybrkd-corpus-20260630/data/openfiscaldata/saybrkd/2023/2023162110000522240300.hwp,True,147968,ok,10,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,9
UOPKOBSA01_saybrkd,uopkobsa01:2023:162:1900:1946:501,과학기술정보통신부_국제IT협력프로젝트운영(정보화).hwp,2023,과학기술정보통신부>일반·지방행정>정부자원관리>국가사회정보화>국제사회정보화선도국가위상강화(정보화)>국제IT협력프로젝트운영(정보화),hwp,saybrkd-corpus-20260630/data/openfiscaldata/saybrkd/2023/2023162110000151946501.hwp,True,168960,ok,12,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,16
UOPKOBSA01_saybrkd,uopkobsa01:2023:162:1900:1935:503,과학기술정보통신부_전자서명인증(정보화).hwp,2023,과학기술정보통신부>일반·지방행정>정부자원관리>국가사회정보화>정보보호체계강화(정보화)>전자서명인증(정보화),hwp,saybrkd-corpus-20260630/data/openfiscaldata/saybrkd/2023/2023162110000151935503.hwp,True,681984,ok,17,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,16
UOPKOBSA01_saybrkd,uopkobsa01:2023:162:1900:1948:500,과학기술정보통신부_한국지능정보사회진흥원운영지원(정보화).hwp,2023,과학기술정보통신부>일반·지방행정>정부자원관리>국가사회정보화>산하기관운영지원(정보화)>한국지능정보사회진흥원운영지원(정보화),hwp,saybrkd-corpus-20260630/data/openfiscaldata/saybrkd/2023/2023162110000151948500.hwp,True,139776,ok,7,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,14
UOPKOBSA01_saybrkd,uopkobsa01:2023:162:7000:7034:301,과학기술정보통신부_국가지식재산위원회 운영.hwp,2023,과학기술정보통신부>일반·지방행정>국정운영>과학기술정보통신부운영지원>미래대비 역량 강화>국가지식재산위원회 운영,hwp,saybrkd-corpus-20260630/data/openfiscaldata/saybrkd/2023/2023162110000127034301.hwp,True,175616,ok,21,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,22
UOPKOBSA01_saybrkd,uopkobsa01:2023:162:1900:1945:504,과학기술정보통신부_건전정보문화조성(정보화).hwp,2023,과학기술정보통신부>일반·지방행정>정부자원관리>국가사회정보화>생산적정보문화조성(정보화)>건전정보문화조성(정보화),hwp,saybrkd-corpus-20260630/data/openfiscaldata/saybrkd/2023/2023162110000151945504.hwp,True,182784,ok,13,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,21
UOPKOBSA01_saybrkd,uopkobsa01:2023:162:1900:1946:507,과학기술정보통신부_국가정보화의 효율적 관리 및 지원(정보화).hwp,2023,과학기술정보통신부>일반·지방행정>정부자원관리>국가사회정보화>국제사회정보화선도국가위상강화(정보화)>국가정보화의 효율적 관리 및 지원(정보화),hwp,saybrkd-corpus-20260630/data/openfiscaldata/saybrkd/2023/2023162110000151946507.hwp,True,193024,ok,21,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,27
UOPKOBSA01_saybrkd,uopkobsa01:2023:162:1900:1945:501,과학기술정보통신부_디지털 격차해소 기반 조성(정보화).hwp,2023,과학기술정보통신부>일반·지방행정>정부자원관리>국가사회정보화>생산적정보문화조성(정보화)>디지털 격차해소 기반 조성(정보화),hwp,saybrkd-corpus-20260630/data/openfiscaldata/saybrkd/2023/2023162110000151945501.hwp,True,327680,ok,17,counted_rhwp_lossy_utf16,,returncode=0; output_head='\n오류: HWP 파싱 실패 - 유효하지 않은 파일: DocInfo 오류: DocInfo IO 오류: UTF-16 디코딩 실패: invalid utf-16: lone surrogate found\n',/tmp/rhwp_lossy/target/release/rhwp,rhwp v0.7.17,byte_reader_read_utf16_string_from_utf16_lossy,31
